Method,Top_K,Model,Fold,Accuracy,Precision,Recall,F1,ROC_AUC,Selected_Features
DODA,10,Logistic Regression,3,0.8496350364963504,0.5326743547501372,0.13817663817663817,0.21943219092862798,0.7997570909024285,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,Logistic Regression,4,0.849373570105676,0.5281135049921177,0.14316239316239315,0.2252605625910568,0.8007595441595441,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,Logistic Regression,5,0.8504379657471565,0.541914548404543,0.14275537825901125,0.2259810554803789,0.807032703607892,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,Random Forest,1,0.8339906307876676,0.4182115594329335,0.2185496509474284,0.28707775802376717,0.7497243382472466,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,Random Forest,2,0.8309837672949123,0.40634517766497463,0.22809517025217269,0.292179943425495,0.7430347564247328,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,Random Forest,3,0.8327268765660747,0.4115270670616752,0.21766381766381768,0.2847293394204789,0.7452636949093541,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,Random Forest,4,0.832160366052947,0.4088117489986649,0.2180911680911681,0.2844403158383651,0.7498965381409111,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,Random Forest,5,0.8340959602562427,0.4204332709280556,0.22396352756802965,0.29224762967094253,0.750247423048785,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,XGBoost,1,0.8544067981261575,0.5902517407605785,0.15700242199743553,0.24803060994823317,0.8121259812030202,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
DODA,10,XGBoost,2,0.8532084105022334,0.5742887249736565,0.1552927767488246,0.24447684198721542,0.8076885031282441,"GenHlth, HighBP, BMI, DiffWalk, HighChol, HeartDiseaseorAttack, Age, PhysHlth, Stroke, Income"
