Fold,Method,Top_K,Model,Accuracy,Precision,Recall,F1,ROC_AUC,Selected_Features
3,mRMR + DODA,10,XGBoost,0.9385964912280702,0.9333333333333333,0.9722222222222222,0.9523809523809523,0.9699074074074073,"worst perimeter, worst concave points, worst radius, worst area, mean concave points, mean perimeter, mean radius, worst concavity, mean area, mean concavity"
4,mRMR + DODA,10,Logistic Regression,0.9385964912280702,1.0,0.9027777777777778,0.948905109489051,0.9953703703703703,"worst concave points, worst perimeter, worst radius, mean concave points, mean perimeter, worst area, mean concavity, worst concavity, mean radius, mean area"
4,mRMR + DODA,10,Random Forest,0.9122807017543859,0.9696969696969697,0.8888888888888888,0.927536231884058,0.9912367724867726,"worst concave points, worst perimeter, worst radius, mean concave points, mean perimeter, worst area, mean concavity, worst concavity, mean radius, mean area"
4,mRMR + DODA,10,XGBoost,0.9035087719298246,0.9552238805970149,0.8888888888888888,0.920863309352518,0.9847883597883598,"worst concave points, worst perimeter, worst radius, mean concave points, mean perimeter, worst area, mean concavity, worst concavity, mean radius, mean area"
5,mRMR + DODA,10,Logistic Regression,0.9646017699115044,0.958904109589041,0.9859154929577465,0.9722222222222222,0.9969818913480886,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, mean perimeter, worst concavity, mean concavity, mean radius, mean area"
5,mRMR + DODA,10,Random Forest,0.9557522123893806,0.9583333333333334,0.971830985915493,0.965034965034965,0.9880952380952381,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, mean perimeter, worst concavity, mean concavity, mean radius, mean area"
5,mRMR + DODA,10,XGBoost,0.9646017699115044,0.958904109589041,0.9859154929577465,0.9722222222222222,0.9748490945674044,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, mean perimeter, worst concavity, mean concavity, mean radius, mean area"
1,mRMR + DODA,15,Logistic Regression,0.9473684210526315,0.9850746268656716,0.9295774647887324,0.9565217391304348,0.99737962659679,"worst concave points, worst radius, worst perimeter, mean concave points, worst area, mean perimeter, mean radius, worst concavity, mean concavity, mean area, worst compactness, mean compactness, worst texture, radius error, perimeter error"
1,mRMR + DODA,15,Random Forest,0.9736842105263158,1.0,0.9577464788732394,0.9784172661870504,0.9983622666229938,"worst concave points, worst radius, worst perimeter, mean concave points, worst area, mean perimeter, mean radius, worst concavity, mean concavity, mean area, worst compactness, mean compactness, worst texture, radius error, perimeter error"
1,mRMR + DODA,15,XGBoost,0.9649122807017544,0.971830985915493,0.971830985915493,0.971830985915493,0.9967245332459875,"worst concave points, worst radius, worst perimeter, mean concave points, worst area, mean perimeter, mean radius, worst concavity, mean concavity, mean area, worst compactness, mean compactness, worst texture, radius error, perimeter error"
2,mRMR + DODA,15,Logistic Regression,0.9473684210526315,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.9934490664919752,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, worst concavity, mean perimeter, mean radius, mean concavity, mean area, worst compactness, mean compactness, worst texture, worst symmetry, radius error"
2,mRMR + DODA,15,Random Forest,0.9473684210526315,0.9452054794520548,0.971830985915493,0.9583333333333334,0.9760890926957092,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, worst concavity, mean perimeter, mean radius, mean concavity, mean area, worst compactness, mean compactness, worst texture, worst symmetry, radius error"
2,mRMR + DODA,15,XGBoost,0.9473684210526315,0.9452054794520548,0.971830985915493,0.9583333333333334,0.9895185063871602,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, worst concavity, mean perimeter, mean radius, mean concavity, mean area, worst compactness, mean compactness, worst texture, worst symmetry, radius error"
3,mRMR + DODA,15,Logistic Regression,0.9649122807017544,0.9594594594594594,0.9861111111111112,0.9726027397260274,0.984457671957672,"worst perimeter, worst concave points, worst radius, worst area, mean concave points, mean perimeter, mean radius, worst concavity, mean area, mean concavity, worst compactness, mean compactness, worst texture, radius error, worst symmetry"
3,mRMR + DODA,15,Random Forest,0.9649122807017544,0.9594594594594594,0.9861111111111112,0.9726027397260274,0.9780092592592593,"worst perimeter, worst concave points, worst radius, worst area, mean concave points, mean perimeter, mean radius, worst concavity, mean area, mean concavity, worst compactness, mean compactness, worst texture, radius error, worst symmetry"
3,mRMR + DODA,15,XGBoost,0.9649122807017544,0.9594594594594594,0.9861111111111112,0.9726027397260274,0.9854497354497355,"worst perimeter, worst concave points, worst radius, worst area, mean concave points, mean perimeter, mean radius, worst concavity, mean area, mean concavity, worst compactness, mean compactness, worst texture, radius error, worst symmetry"
4,mRMR + DODA,15,Logistic Regression,0.9649122807017544,1.0,0.9444444444444444,0.9714285714285714,0.9986772486772486,"worst concave points, worst perimeter, worst radius, mean concave points, mean perimeter, worst area, mean concavity, worst concavity, mean radius, mean area, worst compactness, mean compactness, worst texture, radius error, worst symmetry"
4,mRMR + DODA,15,Random Forest,0.956140350877193,1.0,0.9305555555555556,0.9640287769784173,0.9963624338624338,"worst concave points, worst perimeter, worst radius, mean concave points, mean perimeter, worst area, mean concavity, worst concavity, mean radius, mean area, worst compactness, mean compactness, worst texture, radius error, worst symmetry"
4,mRMR + DODA,15,XGBoost,0.9385964912280702,0.9577464788732394,0.9444444444444444,0.951048951048951,0.9937169312169313,"worst concave points, worst perimeter, worst radius, mean concave points, mean perimeter, worst area, mean concavity, worst concavity, mean radius, mean area, worst compactness, mean compactness, worst texture, radius error, worst symmetry"
5,mRMR + DODA,15,Logistic Regression,0.9823008849557522,0.9726027397260274,1.0,0.9861111111111112,0.999664654594232,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, mean perimeter, worst concavity, mean concavity, mean radius, mean area, worst compactness, mean compactness, worst texture, radius error, area error"
5,mRMR + DODA,15,Random Forest,0.9734513274336283,0.9722222222222222,0.9859154929577465,0.9790209790209791,0.9906103286384976,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, mean perimeter, worst concavity, mean concavity, mean radius, mean area, worst compactness, mean compactness, worst texture, radius error, area error"
5,mRMR + DODA,15,XGBoost,0.9646017699115044,0.958904109589041,0.9859154929577465,0.9722222222222222,0.994299128101945,"worst concave points, worst perimeter, worst radius, worst area, mean concave points, mean perimeter, worst concavity, mean concavity, mean radius, mean area, worst compactness, mean compactness, worst texture, radius error, area error"
